directory,directory_type,county,state,municipality,municipality_type,query_keyword,candidate_query_url,sweep_priority,current_status,extracted_rows_currently_available,known_total_if_available,use_case,publication_rule,notes
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.google.com/search?q=Valdez+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://maps.apple.com/?q=Valdez+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Valdez,unincorporated community,Valdez CO,https://www.bing.com/maps?q=Valdez+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.yellowpages.com/weston-co/business-listings/1,2,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.yellowpagesdirectory.com/search?q=Weston+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.manta.com/search?search=Weston+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.merchantcircle.com/search?q=Weston+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.cylex.us.com/search/?q=Weston+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.hotfrog.com/search/weston-co,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.brownbook.net/businesses/search?query=Weston+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.chamberofcommerce.com/search?what=&where=Weston+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.bbb.org/search?find_country=USA&find_text=Weston+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.tripadvisor.com/Search?q=Weston+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.yelp.com/search?find_desc=&find_loc=Weston+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.google.com/search?q=Weston+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Weston,unincorporated community,Weston CO,https://maps.apple.com/?q=Weston+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Weston,unincorporated community,Weston CO,https://www.bing.com/maps?q=Weston+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.yellowpages.com/stonewall-co/business-listings/1,2,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.yellowpagesdirectory.com/search?q=Stonewall+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.manta.com/search?search=Stonewall+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.merchantcircle.com/search?q=Stonewall+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.cylex.us.com/search/?q=Stonewall+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.hotfrog.com/search/stonewall-co,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.brownbook.net/businesses/search?query=Stonewall+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.chamberofcommerce.com/search?what=&where=Stonewall+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.bbb.org/search?find_country=USA&find_text=Stonewall+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.tripadvisor.com/Search?q=Stonewall+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.yelp.com/search?find_desc=&find_loc=Stonewall+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.google.com/search?q=Stonewall+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://maps.apple.com/?q=Stonewall+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Stonewall,unincorporated community,Stonewall CO,https://www.bing.com/maps?q=Stonewall+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.yellowpages.com/bon-carbo-co/business-listings/1,2,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.yellowpagesdirectory.com/search?q=Bon+Carbo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.manta.com/search?search=Bon+Carbo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.merchantcircle.com/search?q=Bon+Carbo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.cylex.us.com/search/?q=Bon+Carbo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.hotfrog.com/search/bon-carbo-co,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.brownbook.net/businesses/search?query=Bon+Carbo+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.chamberofcommerce.com/search?what=&where=Bon+Carbo+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.bbb.org/search?find_country=USA&find_text=Bon+Carbo+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.tripadvisor.com/Search?q=Bon+Carbo+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.yelp.com/search?find_desc=&find_loc=Bon+Carbo+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.google.com/search?q=Bon+Carbo+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://maps.apple.com/?q=Bon+Carbo+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Las Animas,CO,Bon Carbo,unincorporated community,Bon Carbo CO,https://www.bing.com/maps?q=Bon+Carbo+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.yellowpages.com/walsenburg-co/business-listings/1,1,yp_bulk_page_extracted_complete_from_accessible_page,137,141,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.yellowpagesdirectory.com/search?q=Walsenburg+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.manta.com/search?search=Walsenburg+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.merchantcircle.com/search?q=Walsenburg+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.cylex.us.com/search/?q=Walsenburg+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.hotfrog.com/search/walsenburg-co,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.brownbook.net/businesses/search?query=Walsenburg+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.chamberofcommerce.com/search?what=&where=Walsenburg+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.bbb.org/search?find_country=USA&find_text=Walsenburg+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.tripadvisor.com/Search?q=Walsenburg+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.yelp.com/search?find_desc=&find_loc=Walsenburg+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.google.com/search?q=Walsenburg+CO+businesses,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://maps.apple.com/?q=Walsenburg+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Huerfano,CO,Walsenburg,incorporated city,Walsenburg CO,https://www.bing.com/maps?q=Walsenburg+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.yellowpages.com/la-veta-co,1,yp_bulk_page_extracted_partial_remaining_pages_or_rows,16,unknown from city page only,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.yellowpagesdirectory.com/search?q=La+Veta+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.manta.com/search?search=La+Veta+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.merchantcircle.com/search?q=La+Veta+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.cylex.us.com/search/?q=La+Veta+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.hotfrog.com/search/la-veta-co,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.brownbook.net/businesses/search?query=La+Veta+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.chamberofcommerce.com/search?what=&where=La+Veta+CO,2,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.bbb.org/search?find_country=USA&find_text=La+Veta+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.tripadvisor.com/Search?q=La+Veta+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.yelp.com/search?find_desc=&find_loc=La+Veta+CO,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.google.com/search?q=La+Veta+CO+businesses,3,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://maps.apple.com/?q=La+Veta+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Huerfano,CO,La Veta,incorporated town,La Veta CO,https://www.bing.com/maps?q=La+Veta+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.yellowpages.com/gardner-co/business-listings/1,2,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.yellowpagesdirectory.com/search?q=Gardner+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.manta.com/search?search=Gardner+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.merchantcircle.com/search?q=Gardner+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.cylex.us.com/search/?q=Gardner+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.hotfrog.com/search/gardner-co,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.brownbook.net/businesses/search?query=Gardner+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.chamberofcommerce.com/search?what=&where=Gardner+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.bbb.org/search?find_country=USA&find_text=Gardner+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.tripadvisor.com/Search?q=Gardner+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.yelp.com/search?find_desc=&find_loc=Gardner+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.google.com/search?q=Gardner+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://maps.apple.com/?q=Gardner+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Huerfano,CO,Gardner,unincorporated community,Gardner CO,https://www.bing.com/maps?q=Gardner+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.yellowpages.com/cuchara-co/business-listings/1,2,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.yellowpagesdirectory.com/search?q=Cuchara+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.manta.com/search?search=Cuchara+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.merchantcircle.com/search?q=Cuchara+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.cylex.us.com/search/?q=Cuchara+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
