business_name,city,county,state,category,physical_flyer_likelihood,outreach_priority_score,recommended_outreach_action,corporate_policy_risk,public_foot_traffic,digital_distribution_likelihood,review_reason,end_user_warning,municipality_scope,physical_address,phone,website,source_url,source_type,source_scope,verification_status,import_recommendation,notes,deploy_crosscheck,deploy_match_name,deploy_match_id
prodPendingTest4,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Bond Electric Inc.,Angel Fire,Colfax,NM,unspecified,Low: not a flyer-first stop,1,"Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",Medium,Low,Low,"Professional, medical, industrial, utility, or appointment-based business; physical flyer posting is less likely or less useful.",Do not prioritize for public flyer distribution.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Phillips 66,Angel Fire,Colfax,NM,unspecified,Low: corporate/franchise restrictions likely,1,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,Medium,Low,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Angel Fire Accounting,Angel Fire,Colfax,NM,unspecified,Low: not a flyer-first stop,1,"Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",Medium,Low,Low,"Professional, medical, industrial, utility, or appointment-based business; physical flyer posting is less likely or less useful.",Do not prioritize for public flyer distribution.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Angel Fire Mini-Mart,Angel Fire,Colfax,NM,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Goodnight Satellite,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Rbs True Value,Angel Fire,Colfax,NM,unspecified,Low: corporate/franchise restrictions likely,1,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,Medium,Low,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Angelfire Flooring,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Valero,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Z Mechanical LLC.,Angel Fire,Colfax,NM,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Ridgewalk Treehouse,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Rockies,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Angel Fire Appraisers,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Piedra Lumbre Excavation Inc,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Moreno Valley Healthcare Clinic,Angel Fire,Colfax,NM,unspecified,Community-public: formal permission,4,"Ask about official community bulletin, calendar, lobby board, or partner-share rules.",Low corporate risk / public-process risk,Medium,Medium,"Public/civic institution or chamber/tourism-like entity; useful for community distribution, but approval process may be formal.",Do not treat as normal business; verify public posting policy.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Angel Fired Pizza,Angel Fire,Colfax,NM,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",present_exact_name_city,Angel Fired Pizza,angel-fired-pizza-colfax-food-beverage
Moreno Valley High School,Angel Fire,Colfax,NM,unspecified,Community-public: formal permission,4,"Ask about official community bulletin, calendar, lobby board, or partner-share rules.",Low corporate risk / public-process risk,Medium,Medium,"Public/civic institution or chamber/tourism-like entity; useful for community distribution, but approval process may be formal.",Do not treat as normal business; verify public posting policy.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Morning Star Express,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
"McCash, Strider A, DDS",Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Security Mini Storage,Angel Fire,Colfax,NM,unspecified,Low: not a flyer-first stop,1,"Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",Medium,Low,Low,"Professional, medical, industrial, utility, or appointment-based business; physical flyer posting is less likely or less useful.",Do not prioritize for public flyer distribution.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Monte Verde RV Park & Campground,Angel Fire,Colfax,NM,unspecified,Medium-high: visitor-facing ask,4,"Ask about lobby rack, front-desk flyer, guest-event sheet, or digital concierge/share path.",Medium,Medium,Medium,"Visitor-facing lodging can help distribute event/tourism flyers, but management controls guest-facing materials.",Review for audience fit before directing users here.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Just Joe Coffee,Angel Fire,Colfax,NM,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Angel Fire Mountain Rentals,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Shell,Angel Fire,Colfax,NM,unspecified,Low: corporate/franchise restrictions likely,1,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,Medium,Low,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Z Mechanical,Angel Fire,Colfax,NM,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
United States Postal Service,Angel Fire,Colfax,NM,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Elements at Angel Fire Resort Country Club,Angel Fire,Colfax,NM,unspecified,Medium-high: visitor-facing ask,4,"Ask about lobby rack, front-desk flyer, guest-event sheet, or digital concierge/share path.",Medium,Medium,Medium,"Visitor-facing lodging can help distribute event/tourism flyers, but management controls guest-facing materials.",Review for audience fit before directing users here.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Sweet Shirt Co,Angel Fire,Colfax,NM,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Barwick's Flooring Store,Angel Fire,Colfax,NM,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
A J Martinez & Company,Angel Fire,Colfax,NM,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Sunset Grille,Angel Fire,Colfax,NM,unspecified,High: likely local flyer-friendly,5,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,High,Medium,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Interior & Exterior Painting by Jose,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Northeastern Construction,Angel Fire,Colfax,NM,unspecified,Low: not a flyer-first stop,1,"Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",Medium,Low,Low,"Professional, medical, industrial, utility, or appointment-based business; physical flyer posting is less likely or less useful.",Do not prioritize for public flyer distribution.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Angel Fire Homes Real Estate And Construction,Angel Fire,Colfax,NM,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Medium,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Moreno Valley-Taos Pines Substation,Angel Fire,Colfax,NM,unspecified,Unknown: needs local check,2,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Unknown,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Aspen Storage,Angel Fire,Colfax,NM,unspecified,Low: not a flyer-first stop,1,"Use only for direct partnership, sponsorship, board/client referral, or professional-network outreach.",Medium,Low,Low,"Professional, medical, industrial, utility, or appointment-based business; physical flyer posting is less likely or less useful.",Do not prioritize for public flyer distribution.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Mountain Supply True Value,Angel Fire,Colfax,NM,unspecified,Low: corporate/franchise restrictions likely,2,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,Medium,Low,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",present_exact_name_city,Mountain Supply True Value,mountain-supply-true-value-colfax-retail-hardware
Longevity Chiropractic Center,Angel Fire,Colfax,NM,unspecified,Medium: ask manager,3,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,Medium,Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
Village Church,Angel Fire,Colfax,NM,unspecified,Medium: mission-fit permission,3,"Ask office/admin about community bulletin board, newsletter, or event alignment.",Low,Medium,Medium,Faith/community locations may share mission-aligned flyers but are not general advertising boards.,Use for mission/community-aligned asks only; confirm permission.,Angel Fire,not extracted in bulk page,not extracted in bulk page,not extracted in bulk page,https://www.yellowpages.com/angel-fire-nm/business-listings/1,YellowPages.com bulk listing page,Angel Fire bulk listings page: visible 1-84 of 84,commercial_directory_unverified,review before publishing; use as lead/listing review row,"Extracted from public YellowPages city/business-listings page visible in web result. Bulk pages often include duplicates, chains, government offices, schools, churches, public entities, and outdated records.",not_found_in_latest_deploy_by_exact_name,,
