listing_name,category,subcategory,town_area,county,state,source_name,source_type,source_url,listing_url,website,phone,email,address,description,extraction_method,source_status,verification_note,date_checked
Restaurants,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/Restaurants/restaurantsbytown.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Restaurants & Dining,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/Restaurants/restaurantsbytown.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Sands Motel & Apartments,Walsenburg Lodging,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Lodging,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/lodging,https://spanishpeakscountry.com/business-directory/listing/sands-motel-apartments,https://www.spanishpeakscountry.com/,,,"533 West 7th Street, Walsenburg, CO, USA","11 Room motel, large clean, free WIFI cable microwaves frig. Queen beds close to downtown and ver...",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Second Street Bar and Grill,Walsenburg Dining,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Dining,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/dining,https://spanishpeakscountry.com/business-directory/listing/second-street-bar-and-grill,https://secondstreetbar.square.site/,,,"1399 Co Rd 502, Walsenburg, CO, USA",APPS. WINGS. BURGERS. SANDWICHES.,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Serendipity Specialty Retail and Coffee Shop,Walsenburg Dining,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Dining,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/dining,https://spanishpeakscountry.com/business-directory/listing/serendipity-specialty-retail-and-coffee-shop,https://serendipitywalsenburg.com/,,,"528 Main Street, Walsenburg, CO, USA",“A taste of today in yesterday’s store” reflects what to expect on a visit to Serendipity. Owner ...,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Silkworm,Walsenburg Shopping,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Shopping,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/shopping,https://spanishpeakscountry.com/business-directory/listing/silkworm,https://www.spanishpeakscountry.com/,,,"108 W. 6th St. Walsenburg, CO 81089",Silkworm is a Re-purposed Retail store with a passion for fashion and the environment! We hand pi...,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Silver Dollar,Dining,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Dining,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/dining,https://spanishpeakscountry.com/business-directory/listing/silver-dollar,https://www.spanishpeakscountry.com/,,,"112 West 7th Street, Walsenburg, CO, USA",,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Skiing/Boarding,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/downhillskiing/skiresorts.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Snowmobiling,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/snowmobiling/,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Snowshoeing,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/snowshoeing/,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Spanish Peaks Guesthouse,Walsenburg Lodging,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Lodging,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/lodging,https://spanishpeakscountry.com/business-directory/listing/spanish-peaks-guesthouse,https://www.airbnb.com/rooms/18055771,,,"6541 County Road 330, Walsenburg, CO 81089, USA",An easy escape to the beauty of unspoiled Colorado! Located just adjacent to our home on 200 acre...,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
The Stokehouse,Walsenburg Dining,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Dining,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/dining,https://spanishpeakscountry.com/business-directory/listing/the-stokehouse,https://www.walsenburgmercantile.com/stokehouse,(719)890-1240(719)890-1240,thestokehousellc@gmail.com,"408 Russell Ave, Walsenburg, CO, USA",More than just a restaurant; it’s a tribute to the resilience and spirit of Walsenburg!,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Story Creek Outfitters,Play,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Play,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/play/,https://spanishpeakscountry.com/business-directory/listing/story-creek-outfitters,https://storycreek.com/wp/,,,"1054 County Road 318 Walsenburg, CO 81089",Story Creek Outfitters LLC headquarters is located in and around the majestic Spanish Peaks of So...,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Subway,Walsenburg Dining,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Dining,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/dining,https://spanishpeakscountry.com/business-directory/listing/subway,https://restaurants.subway.com/united-states/co/walsenburg/228-n-main-st,,,"228 Main St, Walsenburg, CO, USA","Your local Walsenburg Subway® Restaurant, located at 228 N Main St brings delicious ingredients a...",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
The T/M Ranch,Play,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Play,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/play/,https://spanishpeakscountry.com/business-directory/listing/the-t-m-ranch,https://tmranch.org/,,,"4242 CR 210 Walsenburg, CO",The T/M Ranch is a private ranch located in southeastern Colorado near the foothills of the Sangr...,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
TC's Diner,Walsenburg Dining,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Dining,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/dining,https://spanishpeakscountry.com/business-directory/listing/tcs-diner,https://www.spanishpeakscountry.com/,,,"284 Highway 10, Walsenburg, CO","TC’s Diner is located just outside of Walsenburg, Colorado on Highway 10.",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Walsenburg Golf Course,Play,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Play,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/play/,https://spanishpeakscountry.com/business-directory/listing/walsenburg-golf-course,https://www.golfwalsenburg.com/,,,"1399 Co Rd 502, Walsenburg, CO 81089","The Walsenburg Golf Course is a 9 hole course with two sets of tees. The front tee plays 3,110 ya...",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Walsenburg Mercantile,Walsenburg Shopping,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Shopping,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/shopping,https://spanishpeakscountry.com/business-directory/listing/walsenburg-mercantile,https://www.walsenburgmercantile.com/,(719)890-1240(719)890-1240,mercantilewalsenburg@gmail.com,"408 Russell Ave, Walsenburg, CO, USA","The aromas of handmade soaps, candles, and baked goods as well the work of the very talented arti...",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Walsenburg Studio,Walsenburg Shopping Galleries,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Shopping,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/shopping,https://spanishpeakscountry.com/business-directory/listing/walsenburg-studio,https://www.walsenburgstudio.com/,,,"728 Main St, Walsenburg, CO, USA","Robinson Payne, is the owner and architect of this eclectic art studio on Main Street, in Walsenb...",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Weddings & Elope,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/Weddings/planning.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Weddings & Elopements,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/Weddings/planning.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Whitewater Rafting & Kayaking,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/rafting/,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Winter Lodging,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/FallWinter/winterbytown.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
World Journal,Media,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Play,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/play/,https://spanishpeakscountry.com/business-directory/listing/world-journal,https://worldjournalnewspaper.com/,,,"508 Main Street, Walsenburg, CO, USA",Est 1884 – the oldest business in Huerfano County. The voice of the Rocky Mountain Southwest.,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
AlMack's Kitchen,Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
AR Mitchell Museum of Western Art,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Architecture,Arts and culture guide topics,,Trinidad,Las Animas,CO,Visit Trinidad - Arts & Culture,Official tourism guide page,https://visittrinidadcolorado.com/arts-culture/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
ATV/UTVing,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/atv/,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Ave Maria Shrine,Attractions and activities,,Trinidad,Las Animas,CO,Visit Trinidad - More Fun,Official tourism guide page,https://visittrinidadcolorado.com/more-fun/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Bent's Old Fort National Historic Site,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/nationalparks/bentsfort.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Big R,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Birding & Wildlife Viewing,Outdoor recreation guide topics,,Trinidad,Las Animas,CO,Visit Trinidad - Outdoor Recreation,Official tourism guide page,https://visittrinidadcolorado.com/outdoor-recreation/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Bob & Earl's,Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Books & More,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Boom Noodles (Food Court at the Marketplace),Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Brick City Tattoo,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Brick Road Bakery,"Dining; Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Dine; Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/dine/; https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Budget Host & Summit RV Park,Lodging,,Trinidad,Las Animas,CO,Visit Trinidad - Stay,Official tourism guide page,https://visittrinidadcolorado.com/stay/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Calendars of Events,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/calendars/,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Camping,Outdoor recreation guide topics,,Trinidad,Las Animas,CO,Visit Trinidad - Outdoor Recreation,Official tourism guide page,https://visittrinidadcolorado.com/outdoor-recreation/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Cawthon RV Park & Motel,Lodging,,Trinidad,Las Animas,CO,Visit Trinidad - Stay,Official tourism guide page,https://visittrinidadcolorado.com/stay/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Coach John Gagliardi Sports Complex & Trinidad Community Center,Attractions and activities,,Trinidad,Las Animas,CO,Visit Trinidad - More Fun,Official tourism guide page,https://visittrinidadcolorado.com/more-fun/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Coin Dancer Antiques,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
"The Colorado Directory, Inc.",Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/Corporate.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Colorado Welcome Center at Trinidad,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/welcometrinidad,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Compton Ridge Clothiers,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Contact Us,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/contact.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Corazon Gallery,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Cross-Country Ski,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/xcskiing/xcskibytown.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Cross-Country Skiing,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/xcskiing/xcskibytown.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Curly's Beads and Gift Shop,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Days Inn & Suites by Wyndham,Lodging,,Trinidad,Las Animas,CO,Visit Trinidad - Stay,Official tourism guide page,https://visittrinidadcolorado.com/stay/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Doug and Lori Art,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Downhill Skiing & Snowboarding,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/downhillskiing/skiresorts.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
El Rancho Mexican Restaurant,Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Entertainment,Arts and culture guide topics,,Trinidad,Las Animas,CO,Visit Trinidad - Arts & Culture,Official tourism guide page,https://visittrinidadcolorado.com/arts-culture/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Family Seed II,Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Fishers Peak Outfitters,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Fishers Peak State Park,State parks,,Trinidad,Las Animas,CO,Visit Trinidad - State Parks,Official tourism guide page,https://visittrinidadcolorado.com/state-parks/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Fishing,Outdoor recreation guide topics; Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad; Visit Trinidad - Outdoor Recreation,Official tourism guide page; Third-party vacation directory,https://visittrinidadcolorado.com/outdoor-recreation/; https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/fishing/,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Fishing & Fly Fishing,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/fishing/,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Flatt's Burgers & Shakes (Food Court at the Marketplace),Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Francesca’s,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Frank Images,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Gagliardi's 489 (At the Hilton Garden Inn),Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
"Gears RV Park, Convenience Store, Exit 30 Restaurant",Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/gears-rv-park,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Geocaching at Trinidad Lake State Park,Attractions and activities,,Trinidad,Las Animas,CO,Visit Trinidad - More Fun,Official tourism guide page,https://visittrinidadcolorado.com/more-fun/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Gluten Free in the 303,Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Golf,Outdoor recreation guide topics,,Trinidad,Las Animas,CO,Visit Trinidad - Outdoor Recreation,Official tourism guide page,https://visittrinidadcolorado.com/outdoor-recreation/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
