id,resource_name,category,town,county,state,website,contact_email,contact_phone,physical_address,source_url,source_type,last_verified_date,notes,needs_follow_up,resource_type,audience_served,cost_level,access_mode,goal_relevance,has_public_source,travel_listing_sources,best_for,description,source_status,verification_status,yellowpages_outreach_score,yellowpages_flyer_likelihood,yellowpages_digital_distribution_likelihood,yellowpages_recommended_action,yellowpages_policy_risk,yellowpages_review_reason,yellowpages_end_user_warning,directory_sweep_source_file,yellowpages_verification_status
yellowpages-lead-southern-colorado-developmental-disabilities-services-trinidad-las-animas,"Southern Colorado Developmental Disabilities Services, Inc",Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Lodging or hospitality business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Lodging or hospitality business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Lodging or hospitality business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,3,Medium: ask manager,Low,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
space-to-create-las-animas-arts-venue-event-space,Space to Create,Arts / venue / event space,Trinidad,Las Animas,CO,https://visittrinidadcolorado.com/attraction/space-to-create/,,719-422-8074,204 W. Main St,https://visittrinidadcolorado.com/attraction/space-to-create/,Government website,2026-06-19,"Arts or creative business in Trinidad, Las Animas, CO. It is relevant for artist referrals, exhibitions, workshops, performances, cultural events, and creative cross-promotion inquiries.",false,Media,Artist; Arts / culture audiences; For-Profit; Program; Visitors / tourists,Paid / commercial or permission-based,Online + Physical + Phone / email,Get Media Coverage; Promote Something; Start Something,True,,"Arts or creative business in Trinidad, Las Animas, CO. It is relevant for artist referrals, exhibitions, workshops, performances, cultural events, and creative cross-promotion inquiries.","Arts or creative business in Trinidad, Las Animas, CO. It is relevant for artist referrals, exhibitions, workshops, performances, cultural events, and creative cross-promotion inquiries.",,,,,,,,,,,
yellowpages-lead-spanish-peaks-behavioral-health-centers-trinidad-trinidad-las-animas,Spanish Peaks Behavioral Health Centers - Trinidad,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,3,Medium: ask manager,Low,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-spanish-peaks-bon-carbo-fire-protection-district-trinidad-las-animas,Spanish Peaks Bon Carbo Fire Protection District,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,3,Medium: ask manager,Low,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-spanish-peaks-fire-dept-aguilar-station-trinidad-las-animas,Spanish Peaks Fire Dept Aguilar Station,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,4,Community-public: formal permission,Medium,"Ask about official community bulletin, calendar, lobby board, or partner-share rules.",Low corporate risk / public-process risk,"Public/civic institution or chamber/tourism-like entity; useful for community distribution, but approval process may be formal.",Do not treat as normal business; verify public posting policy.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-spanish-peaks-land-trinidad-las-animas,Spanish Peaks Land,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,3,Medium: ask manager,Low,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-spanish-peaks-purgatoire-river-conservation-district-trinidad-las-animas,Spanish Peaks-Purgatoire River Conservation District,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Lodging or hospitality business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Lodging or hospitality business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Lodging or hospitality business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,3,Medium: ask manager,Low,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-startek-ii-mobile-windshield-trinidad-las-animas,StarTek II Mobile Windshield,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,1,Low: corporate/franchise restrictions likely,Low,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-state-board-for-community-college-trinidad-las-animas,State Board For Community College,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,4,Community-public: formal permission,Medium,"Ask about official community bulletin, calendar, lobby board, or partner-share rules.",Low corporate risk / public-process risk,"Public/civic institution or chamber/tourism-like entity; useful for community distribution, but approval process may be formal.",Do not treat as normal business; verify public posting policy.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-steam-king-trinidad-las-animas,Steam King LLC,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Cafe or coffee stop in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Cafe or coffee stop in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Cafe or coffee stop in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-steven-paul-szabo-trinidad-las-animas,Steven Paul Szabo,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
travel-guide-stonewall-trinidad-las-animas,Stonewall,Vacation directory listings and attractions,Trinidad,Las Animas,CO,https://www.coloradodirectory.com/stonewall/,,,,https://www.coloradodirectory.com/stonewall/; https://www.coloradodirectory.com/trinidad/,Third-party vacation directory,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Colorado Vacation Directory - Trinidad,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
travel-guide-stonewall-century-ride-trinidad-las-animas,Stonewall Century Ride,Attractions and activities,Trinidad,Las Animas,CO,,,,,https://visittrinidadcolorado.com/more-fun/,Official tourism guide page,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Trinidad - More Fun,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
yellowpages-lead-sugarloaf-trinidad-las-animas,Sugarloaf,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
summit-rv-park-las-animas-rv-park,Summit RV Park,RV park,Trinidad,Las Animas,CO,,,719-846-2251,9800 Santa Fe Trail Dr,https://visittrinidadcolorado.com/stay/,Unknown,2026-06-30,"Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",true,Media,For-Profit; Program; Visitors / tourists,Paid / commercial or permission-based,Online + Physical + Phone / email,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Start Something,True,,"Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.","Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",,,,,,,,,,,
tabula-rasa-gallery-and-art-supply-las-animas-printmaking-studio-gallery-a,Tabula Rasa Gallery and Art Supply,"Gallery, printmaking, and art supply route; Printmaking studio / gallery / art supply",Trinidad,Las Animas,CO,https://www.tabularasa.gallery,,,"1300 E. Main St., Trinidad, CO; Trinidad, CO",https://www.trinidadcreativedistrict.org/arts-in-the-trinidad-colorado-community,Creative district community arts directory; Creative district directory,2026-06-26,"Creative-directory lead added from a public local arts, tourism, chamber, creative-district, or maker directory. Open the page and confirm current hours, contact route, listing status, submission path, and availability before outreach, spending, printing, or promising placement.",true,Creative retail / Artist supply,Artist; Arts / culture audiences; Creative business; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Creative-directory listings added from a public local arts, tourism, chamber, creative-district, or maker directory. Open the page and confirm current hours, contact route, listing status, submission path, and availability before outreach, spending, printing, or promising...","Creative-directory listings added from a public local arts, tourism, chamber, creative-district, or maker directory. Open the page and confirm current hours, contact route, listing status, submission path, and availability before outreach, spending, printing, or promising...",,,,,,,,,,,
yellowpages-lead-taco-bell-trinidad-las-animas,Taco Bell,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,1,Low: corporate/franchise restrictions likely,Low,Do not assume flyers allowed. Ask local manager only for community-board exception or donation/sponsorship route.,High,Name appears to be chain/franchise/corporate; outside advertising is often restricted by brand or store policy.,Avoid directing users here as a likely flyer stop unless a local board is verified.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
travel-guide-tap-into-creativity-trinidad-las-animas,Tap into Creativity,Arts and culture guide topics,Trinidad,Las Animas,CO,,,,,https://visittrinidadcolorado.com/arts-culture/,Official tourism guide page,2026-06-30,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",true,Visitor-facing listing,Artist; Creative business; Entrepreneur; For-Profit; Non-Profit; Program; Visitors / tourists,Unknown / verify,Online + Physical,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,Visit Trinidad - Arts & Culture,"Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.","Public travel or tourism listing. Check current details with the listed page or business before outreach, publication, printing, or promising placement.",,,,,,,,,,,
tarabino-inn-las-animas-inn-b-b,Tarabino Inn,Inn / B&B,Trinidad,Las Animas,CO,,,719-680-1241,310 E. 2nd St,https://visittrinidadcolorado.com/stay/,Unknown,2026-06-30,"Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",true,Media,Artist; For-Profit; Program; Visitors / tourists,Paid / commercial or permission-based,Online + Physical + Phone / email,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Start Something,True,,"Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.","Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",,,,,,,,,,,
yellowpages-lead-telemed-nightingales-trinidad-las-animas,Telemed Nightingales,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-tequila-s-family-mexican-restaurant-trinidad-las-animas,Tequila's Family Mexican Restaurant,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Restaurant or dining business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Restaurant or dining business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Restaurant or dining business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,5,High: likely local flyer-friendly,Medium,"Ask owner/manager to post flyer near entrance/register, leave small stack, or share digital event graphic.",Low,Public-facing local business type with regular foot traffic and likely community-event relevance.,Good outreach candidate; still confirm before posting or leaving materials.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-texaco-trinidad-las-animas,Texaco,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-tj-s-mechanical-trinidad-las-animas,TJ's Mechanical,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,3,Medium: ask manager,Low,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-tlc-real-estate-services-trinidad-las-animas,TLC Real Estate Services,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Lodging or hospitality business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Lodging or hospitality business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Lodging or hospitality business in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,3,Medium: ask manager,Medium,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-tony-s-automotive-machine-trinidad-las-animas,Tony's Automotive Machine,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,3,Medium: ask manager,Low,"Ask manager for counter stack, lobby board, staff referral, or digital share if event fits customers.",Low,"Public-facing or locally useful business, but flyer permission depends on management and fit.",Review for audience fit before directing users here.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
yellowpages-lead-topar-welding-trinidad-las-animas,Topar Welding,Commercial directory lead / local business,Trinidad,Las Animas,CO,,,,,https://www.yellowpages.com/trinidad-co/business-listings/1,YellowPages.com bulk listing page (commercial-directory lead),2026-07-01,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",true,Local resource,For-Profit; Program; Visitors / tourists,Unknown / verify,Online lead,Add / Correct Info; Improve Online Visibility; Promote Something; Reach People Offline; Start Something,True,,"Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.","Visitor or recreation route in Trinidad, Las Animas, CO. Use it to find existing public listings, visitor pages, and organization contacts before creating a new outreach list.",Needs manual verification,Needs manual verification,2,Unknown: needs local check,Unknown,Call or visit once to confirm whether the location is public-facing and accepts community materials.,Unknown,Local business listing from available listing; Commercial directory page lacks enough detail.,Verify before using as an outreach recommendation.,tri_county_yellowpages_flyer_digital_outreach_scored.csv,
tower-64-motel-rv-park-las-animas-motel-rv-park,Tower 64 Motel & RV Park,Motel / RV park,Trinidad,Las Animas,CO,https://tower64motelandrv.com,,719-846-3307,10301 Santa Fe Trail Dr,https://tower64motelandrv.com; https://visittrinidadcolorado.com/stay/,Government website,2026-06-19,"Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",false,Media,For-Profit; Program; Visitors / tourists,Paid / commercial or permission-based,Online + Phone / email,Add / Correct Info; Get Media Coverage; Improve Online Visibility; Promote Something; Start Something,True,,"Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.","Lodging or hospitality business in Trinidad, Las Animas, CO. It is useful for visitor referrals, event guest planning, trip-planning pages, and questions about guest-facing information channels.",,,,,,,,,,,
